1	9
1	16
1	26
1	30
1	43
1	49
1	54
1	73
1	78
1	80
1	97
1	98
1	109
1	119
1	123
1	125
2	11
2	20
2	28
2	29
2	54
2	58
2	65
2	67
2	82
2	90
2	95
2	97
2	101
2	102
2	116
2	117
3	6
3	22
3	23
3	27
3	32
3	38
3	44
3	56
3	59
3	60
3	87
3	100
3	104
3	107
3	111
3	114
4	5
4	7
4	10
4	18
4	24
4	25
4	44
4	59
4	61
4	62
4	64
4	89
4	100
4	107
4	108
4	115
5	4
5	8
5	21
5	34
5	44
5	54
5	56
5	57
5	62
5	63
5	64
5	76
5	89
5	107
5	113
5	114
6	3
6	9
6	15
6	16
6	33
6	36
6	62
6	68
6	75
6	77
6	84
6	85
6	88
6	94
6	99
6	123
7	4
7	23
7	25
7	31
7	34
7	37
7	40
7	43
7	56
7	76
7	79
7	97
7	98
7	111
7	112
7	126
8	5
8	19
8	20
8	22
8	32
8	55
8	65
8	70
8	77
8	83
8	92
8	93
8	95
8	100
8	112
8	116
9	1
9	6
9	16
9	26
9	31
9	36
9	49
9	51
9	52
9	73
9	81
9	84
9	97
9	112
9	114
9	121
10	4
10	18
10	23
10	43
10	50
10	51
10	52
10	54
10	64
10	67
10	68
10	74
10	89
10	91
10	107
10	115
11	2
11	14
11	18
11	22
11	37
11	48
11	57
11	75
11	76
11	80
11	81
11	83
11	96
11	98
11	118
11	121
12	15
12	16
12	21
12	31
12	33
12	53
12	63
12	66
12	68
12	69
12	72
12	84
12	88
12	93
12	97
12	123
13	15
13	19
13	24
13	28
13	33
13	36
13	52
13	68
13	69
13	73
13	75
13	78
13	84
13	108
13	111
13	112
14	11
14	25
14	34
14	41
14	42
14	48
14	53
14	54
14	57
14	74
14	77
14	81
14	96
14	104
14	122
14	124
15	6
15	12
15	13
15	17
15	26
15	30
15	32
15	52
15	75
15	96
15	97
15	99
15	103
15	117
15	125
15	126
16	1
16	6
16	9
16	12
16	24
16	29
16	40
16	53
16	61
16	75
16	80
16	84
16	91
16	97
16	104
16	109
17	15
17	21
17	24
17	30
17	32
17	51
17	59
17	63
17	67
17	81
17	86
17	87
17	90
17	107
17	110
17	113
18	4
18	10
18	11
18	59
18	65
18	68
18	86
18	91
18	99
18	100
18	102
18	103
18	104
18	110
18	113
18	114
19	8
19	13
19	20
19	28
19	42
19	49
19	50
19	55
19	57
19	65
19	75
19	82
19	102
19	105
19	120
19	127
20	2
20	8
20	19
20	22
20	28
20	36
20	42
20	49
20	54
20	69
20	73
20	77
20	83
20	88
20	95
20	128
21	5
21	12
21	17
21	23
21	31
21	32
21	63
21	67
21	86
21	87
21	89
21	94
21	100
21	103
21	113
21	123
22	3
22	8
22	11
22	20
22	34
22	35
22	42
22	45
22	50
22	55
22	77
22	79
22	90
22	119
22	120
22	121
23	3
23	7
23	10
23	21
23	27
23	32
23	35
23	36
23	54
23	59
23	62
23	87
23	89
23	91
23	125
23	127
24	4
24	13
24	16
24	17
24	31
24	33
24	48
24	49
24	52
24	55
24	56
24	61
24	69
24	80
24	84
24	94
25	4
25	7
25	14
25	37
25	39
25	40
25	45
25	46
25	56
25	74
25	83
25	86
25	96
25	97
25	105
25	108
26	1
26	9
26	15
26	27
26	30
26	32
26	41
26	53
26	66
26	68
26	73
26	94
26	97
26	110
26	117
26	120
27	3
27	23
27	26
27	29
27	39
27	44
27	60
27	63
27	67
27	74
27	86
27	87
27	101
27	103
27	110
27	113
28	2
28	13
28	19
28	20
28	35
28	37
28	55
28	77
28	85
28	92
28	99
28	106
28	113
28	115
28	116
28	120
29	2
29	16
29	27
29	43
29	45
29	47
29	50
29	58
29	70
29	71
29	83
29	85
29	88
29	106
29	119
29	128
30	1
30	15
30	17
30	26
30	31
30	47
30	49
30	53
30	55
30	66
30	69
30	88
30	94
30	106
30	117
30	127
31	7
31	9
31	12
31	21
31	24
31	30
31	47
31	50
31	66
31	68
31	80
31	95
31	97
31	99
31	103
31	117
32	3
32	8
32	15
32	17
32	21
32	23
32	26
32	41
32	54
32	62
32	86
32	100
32	103
32	104
32	114
32	115
33	6
33	12
33	13
33	24
33	41
33	47
33	52
33	58
33	69
33	71
33	73
33	80
33	111
33	122
33	123
33	125
34	5
34	7
34	14
34	22
34	35
34	37
34	41
34	56
34	59
34	72
34	74
34	76
34	83
34	98
34	109
34	118
35	22
35	23
35	28
35	34
35	38
35	42
35	67
35	77
35	82
35	88
35	90
35	92
35	94
35	102
35	119
35	128
36	6
36	9
36	13
36	20
36	23
36	52
36	58
36	61
36	69
36	72
36	73
36	78
36	94
36	99
36	110
36	123
37	7
37	11
37	25
37	28
37	34
37	39
37	46
37	62
37	79
37	93
37	100
37	108
37	112
37	116
37	122
37	127
38	3
38	35
