1	5
1	8
1	26
1	32
1	37
1	41
1	46
1	48
1	51
1	62
1	72
1	81
1	93
1	97
1	116
1	126
2	3
2	13
2	15
2	19
2	26
2	61
2	66
2	70
2	81
2	93
2	99
2	105
2	107
2	109
2	113
2	126
3	2
3	5
3	7
3	12
3	15
3	23
3	29
3	43
3	71
3	72
3	82
3	83
3	99
3	106
3	116
3	121
4	6
4	8
4	18
4	27
4	37
4	38
4	49
4	71
4	79
4	83
4	88
4	97
4	105
4	108
4	117
4	127
5	1
5	3
5	26
5	39
5	52
5	53
5	55
5	68
5	69
5	74
5	75
5	81
5	99
5	106
5	116
5	117
6	4
6	11
6	21
6	22
6	28
6	29
6	35
6	40
6	43
6	54
6	57
6	90
6	113
6	114
6	120
6	124
7	3
7	43
7	60
7	62
7	66
7	67
7	71
7	80
7	84
7	90
7	97
7	107
7	113
7	115
7	116
7	127
8	1
8	4
8	24
8	35
8	36
8	39
8	47
8	52
8	81
8	94
8	96
8	104
8	105
8	107
8	125
8	128
9	12
9	14
9	28
9	39
9	41
9	59
9	60
9	77
9	82
9	88
9	92
9	93
9	106
9	110
9	111
9	127
10	14
10	24
10	30
10	34
10	37
10	61
10	70
10	73
10	77
10	79
10	91
10	94
10	98
10	117
10	121
10	123
11	6
11	19
11	24
11	28
11	45
11	58
11	67
11	71
11	77
11	86
11	91
11	99
11	107
11	112
11	114
11	115
12	3
12	9
12	18
12	28
12	38
12	50
12	59
12	76
12	79
12	81
12	92
12	98
12	103
12	104
12	105
12	112
13	2
13	23
13	25
13	27
13	48
13	65
13	72
13	82
13	86
13	89
13	92
13	96
13	99
13	118
13	119
13	123
14	9
14	10
14	22
14	29
14	32
14	36
14	45
14	50
14	81
14	84
14	89
14	99
14	105
14	117
14	119
14	120
15	2
15	3
15	17
15	27
15	37
15	50
15	76
15	83
15	84
15	85
15	100
15	102
15	107
15	113
15	120
15	121
16	20
16	29
16	32
16	35
16	39
16	42
16	48
16	55
16	65
16	68
16	78
16	87
16	90
16	100
16	112
16	128
17	15
17	34
17	41
17	49
17	56
17	57
17	58
17	61
17	73
17	83
17	84
17	85
17	87
17	95
17	102
17	121
18	4
18	12
18	29
18	30
18	37
18	39
18	46
18	68
18	80
18	85
18	94
18	95
18	108
18	114
18	120
18	123
19	2
19	11
19	25
19	27
19	30
19	33
19	34
19	40
19	41
19	46
19	81
19	86
19	103
19	114
19	121
19	123
20	16
20	26
20	30
20	32
20	40
20	53
20	78
20	84
20	85
20	87
20	104
20	105
20	106
20	111
20	124
20	125
21	6
21	25
21	31
21	33
21	45
21	58
21	65
21	71
21	77
21	82
21	90
21	94
21	98
21	104
21	107
21	127
22	6
22	14
22	25
22	29
22	30
22	43
22	49
22	51
22	63
22	64
22	68
22	92
22	111
22	121
22	122
22	124
23	3
23	13
23	28
23	34
23	46
23	47
23	50
23	56
23	67
23	69
23	71
23	96
23	102
23	112
23	120
23	121
24	8
24	10
24	11
24	56
24	58
24	60
24	75
24	76
24	90
24	98
24	101
24	104
24	106
24	112
24	115
24	118
25	13
25	19
25	21
25	22
25	26
25	31
25	38
25	47
25	57
25	68
25	69
25	84
25	89
25	101
25	106
25	116
26	1
26	2
26	5
26	20
26	25
26	38
26	50
26	54
26	57
26	65
26	74
26	76
26	80
26	100
26	103
26	118
27	4
27	13
27	15
27	19
27	28
27	30
27	33
27	35
27	38
27	42
27	53
27	55
27	57
27	70
27	82
27	123
28	6
28	9
28	11
28	12
28	23
28	27
28	36
28	37
28	49
28	55
28	81
28	102
28	110
28	111
28	122
28	126
29	3
29	6
29	14
29	16
29	18
29	22
29	53
29	59
29	86
29	88
29	100
29	110
29	114
29	117
29	122
29	125
30	10
30	18
30	19
30	20
30	22
30	27
30	42
30	43
30	59
