1	13
1	30
1	38
1	47
1	49
1	52
1	56
1	57
1	72
1	76
1	84
1	88
1	92
1	93
1	99
1	125
2	4
2	15
2	24
2	28
2	45
2	48
2	52
2	58
2	65
2	80
2	88
2	92
2	102
2	105
2	106
2	113
3	4
3	16
3	18
3	22
3	32
3	37
3	45
3	53
3	54
3	57
3	67
3	83
3	89
3	91
3	98
3	110
4	2
4	3
4	10
4	17
4	26
4	34
4	54
4	64
4	65
4	68
4	71
4	81
4	86
4	87
4	104
4	106
5	10
5	12
5	21
5	25
5	44
5	45
5	49
5	54
5	62
5	76
5	83
5	86
5	94
5	113
5	115
5	122
6	10
6	24
6	44
6	45
6	49
6	51
6	52
6	53
6	61
6	77
6	79
6	84
6	93
6	97
6	123
6	124
7	13
7	14
7	15
7	28
7	42
7	55
7	59
7	62
7	72
7	93
7	96
7	102
7	112
7	121
7	122
7	126
8	20
8	25
8	44
8	45
8	50
8	52
8	68
8	77
8	85
8	92
8	97
8	100
8	101
8	107
8	109
8	120
9	12
9	21
9	29
9	30
9	53
9	58
9	63
9	69
9	73
9	80
9	89
9	94
9	99
9	105
9	115
9	122
10	4
10	5
10	6
10	19
10	23
10	31
10	52
10	64
10	74
10	78
10	85
10	86
10	91
10	100
10	102
10	114
11	26
11	31
11	32
11	34
11	37
11	40
11	44
11	63
11	71
11	76
11	81
11	96
11	104
11	108
11	116
11	124
12	5
12	9
12	15
12	16
12	38
12	39
12	47
12	53
12	56
12	57
12	60
12	66
12	73
12	99
12	116
12	126
13	1
13	7
13	32
13	34
13	48
13	51
13	53
13	66
13	68
13	78
13	80
13	83
13	86
13	117
13	123
13	124
14	7
14	17
14	20
14	28
14	34
14	38
14	55
14	56
14	66
14	73
14	74
14	79
14	83
14	103
14	105
14	109
15	2
15	7
15	12
15	16
15	31
15	51
15	54
15	69
15	73
15	74
15	78
15	80
15	82
15	84
15	87
15	101
16	3
16	12
16	15
16	24
16	31
16	48
16	49
16	61
16	68
16	69
16	79
16	81
16	95
16	113
16	115
16	119
17	4
17	14
17	24
17	27
17	32
17	44
17	45
17	51
17	63
17	65
17	87
17	92
17	106
17	114
17	123
17	124
18	3
18	21
18	43
18	44
18	50
18	53
18	57
18	68
18	74
18	77
18	103
18	104
18	110
18	111
18	115
18	117
19	10
19	22
19	29
19	35
19	48
19	50
19	58
19	67
19	71
19	72
19	99
19	112
19	114
19	119
19	124
19	127
20	8
20	14
20	34
20	37
20	48
20	49
20	59
20	65
20	70
20	71
20	82
20	83
20	90
20	106
20	110
20	113
21	5
21	9
21	18
21	27
21	31
21	40
21	42
21	48
21	50
21	51
21	56
21	59
21	65
21	89
21	100
21	107
22	3
22	19
22	28
22	33
22	44
22	54
22	55
22	66
22	67
22	71
22	82
22	84
22	88
22	91
22	102
22	127
23	10
23	27
23	33
23	38
23	44
23	49
23	54
23	67
23	77
23	86
23	89
23	101
23	110
23	112
23	121
23	125
24	2
24	6
24	16
24	17
24	33
24	36
24	49
