1	6
1	16
1	17
1	24
1	33
1	36
1	52
1	64
1	66
1	68
1	73
1	78
1	97
1	104
1	117
1	123
2	8
2	19
2	20
2	45
2	47
2	55
2	69
2	70
2	82
2	87
2	90
2	92
2	95
2	120
2	127
2	128
3	18
3	21
3	27
3	60
3	63
3	77
3	83
3	87
3	91
3	100
3	104
3	110
3	111
3	113
3	114
3	128
4	5
4	17
4	18
4	21
4	32
4	59
4	62
4	64
4	65
4	67
4	68
4	100
4	104
4	107
4	111
4	121
5	4
5	21
5	44
5	54
5	57
5	60
5	64
5	67
5	73
5	87
5	89
5	103
5	110
5	113
5	114
5	126
6	1
6	11
6	12
6	16
6	24
6	36
6	45
6	47
6	48
6	49
6	61
6	68
6	78
6	85
6	94
6	117
7	11
7	14
7	30
7	49
7	54
7	76
7	79
7	81
7	96
7	98
7	104
7	105
7	108
7	112
7	121
7	124
8	2
8	22
8	28
8	35
8	42
8	58
8	72
8	82
8	88
8	90
8	92
8	95
8	99
8	101
8	106
8	114
9	13
9	26
9	47
9	49
9	53
9	58
9	66
9	69
9	72
9	73
9	80
9	82
9	94
9	99
9	123
9	126
10	17
10	32
10	43
10	44
10	54
10	60
10	63
10	75
10	88
10	91
10	100
10	104
10	106
10	107
10	111
10	114
11	6
11	7
11	37
11	39
11	46
11	56
11	65
11	71
11	74
11	101
11	105
11	109
11	118
11	119
11	122
11	126
12	6
12	24
12	31
12	41
12	47
12	52
12	53
12	57
12	61
12	78
12	80
12	84
12	86
12	88
12	117
12	123
13	9
13	18
13	26
13	31
13	33
13	36
13	42
13	47
13	53
13	61
13	68
13	70
13	80
13	84
13	97
13	123
14	7
14	25
14	30
14	37
14	39
14	41
14	43
14	46
14	48
14	57
14	76
14	89
14	97
14	109
14	124
14	126
15	16
15	24
15	26
15	33
15	36
15	66
15	75
15	78
15	84
15	88
15	101
15	107
15	115
15	117
15	123
15	125
16	1
16	6
16	15
16	30
16	36
16	39
16	47
16	53
16	68
16	75
16	80
